case_label,gate_mode,early_t2_rmse_C,late_t2_rmse_C,early_t2_mean_residual_C,late_t2_mean_residual_C,early_delta_vs_constant_C,late_delta_vs_constant_C,h2_status
kinu28 4:20,constant,20.528642863967686,6.615594475777667,16.35777774047211,-4.370180106293919,0.0,0.0,baseline
kinu28 4:20,liq_transport_gate,20.532489780419642,6.492540602779526,16.463340264760017,-4.218127592215534,0.003846916451955451,-0.12305387299814097,not_supported
kinu28 4:20,head_gate,21.29496439742611,5.877349469757703,17.501684264334354,-3.4021619390764037,0.7663215334584237,-0.7382450060199641,not_supported
kinu29 4:12,constant,15.018423874713443,7.844408660299965,9.907047715089504,-4.683280746288016,0.0,0.0,baseline
kinu29 4:12,liq_transport_gate,15.154211036220255,7.74657206361021,10.089473004753382,-4.5753680745970655,0.13578716150681203,-0.09783659668975542,not_supported
kinu29 4:12,head_gate,16.049135197091534,7.153308852818066,11.258959104621942,-3.888837401570715,1.0307113223780906,-0.6910998074818995,not_supported
kinu29 4:11,constant,3.906165313680133,6.448669660348708,2.6085545707849036,1.4416776987576156,0.0,0.0,baseline
kinu29 4:11,liq_transport_gate,4.0081866361664265,6.414050512919895,2.7873212636984257,1.5868362660421838,0.10202132248629336,-0.034619147428813335,not_supported
kinu29 4:11,head_gate,5.502973621057964,6.300325374468903,4.702925035650305,2.8361991601923755,1.596808307377831,-0.14834428587980497,not_supported
